estacion,anio,mes,codigo_estacion,departamento,trafico_total
CANO,2019,5,00045,NARIÑO,64267.0
DAZA,2019,5,00046,NARIÑO,15404.0
CERRITOS II,2019,5,00066,RISARALDA,0.0
CASA BLANCA,2019,5,00039,CUNDINAMARCA,264927.0
SABOYÁ,2019,5,00040,BOYACA,82402.0
OIBA,2019,5,00041,SANTANDER,103014.0
CURITI,2019,5,00042,SANTANDER,120807.0
LOS CUROS,2019,5,00043,SANTANDER,139349.0
ZAMBITO,2019,5,00044,SANTANDER,118590.0
AGUAS NEGRAS,2019,5,00045,SANTANDER,144001.0
LA GOMEZ,2019,5,00046,SANTANDER,116918.0
MORRISON,2019,5,00047,CESAR,210910.0
PAILITAS,2019,5,Sin registro,CESAR,177118.0
GAMARRA,2019,5,Sin registro,CESAR,36977.0
PLATANAL,2019,5,Sin registro,CESAR,61798.0
SAN DIEGO,2019,5,00051,CESAR,122995.0
RINCON HONDO,2019,5,00052,CESAR,47831.0
SAN JUAN,2019,5,00032,GUAJIRA,131630.0
COCORNA,2019,5,00054,ANTIOQUIA,134302.0
PUERTO TRIUNFO,2019,5,00055,ANTIOQUIA,109517.0
CENCAR,2019,5,00056,VALLE DEL CAUCA,195493.0
CERRITO,2019,5,00057,VALLE DEL CAUCA,437394.0
CIAT,2019,5,00058,VALLE DEL CAUCA,334172.0
ESTAMBUL,2019,5,00059,VALLE DEL CAUCA,496963.0
MEDIACANOA,2019,5,00060,VALLE DEL CAUCA,196457.0
PASO DE LA TORRE,2019,5,00061,VALLE DEL CAUCA,27485.0
ROZO,2019,5,00062,VALLE DEL CAUCA,112466.0
VILLARICA,2019,5,00063,CAUCA,328838.0
TUNIA,2019,5,00064,CAUCA,218638.0
LOBOGUERRERO,2019,5,00065,VALLE DEL CAUCA,186951.0
ARCABUCO,2019,6,00005,BOYACA,122077.0
BICENTENARIO,2019,6,00006,CUNDINAMARCA,69146.0
CAJAMARCA,2019,6,00007,TOLIMA,191348.0
CARIMAGUA,2019,6,00009,CORDOBA,61510.0
CRUCERO,2019,6,00012,BOYACA,117343.0
EL BORDO,2019,6,00013,CAUCA,103438.0
LOS LLANOS,2019,6,00020,ANTIOQUIA,104591.0
RIO BLANCO,2019,6,00027,SANTANDER,101057.0
RIO FRIO,2019,6,00028,VALLE DEL CAUCA,37670.0
SACHICA,2019,6,00030,BOYACA,132531.0
SAN CLEMENTE,2019,6,00031,CALDAS,75523.0
TARAZA,2019,6,00036,ANTIOQUIA,81430.0
TORO,2019,6,00037,VALLE DEL CAUCA,30851.0
CANO,2019,6,00045,NARIÑO,69755.0
DAZA,2019,6,00046,NARIÑO,13833.0
CERRITOS II,2019,6,00066,RISARALDA,0.0
CASA BLANCA,2019,6,00039,CUNDINAMARCA,298415.0
SABOYÁ,2019,6,00040,BOYACA,101315.0
OIBA,2019,6,00041,SANTANDER,122792.0
CURITI,2019,6,00042,SANTANDER,144679.0
LOS CUROS,2019,6,00043,SANTANDER,160004.0
ZAMBITO,2019,6,00044,SANTANDER,122850.0
AGUAS NEGRAS,2019,6,00045,SANTANDER,151164.0
LA GOMEZ,2019,6,00046,SANTANDER,120006.0
MORRISON,2019,6,00047,CESAR,215310.0
PAILITAS,2019,6,Sin registro,CESAR,181569.0
GAMARRA,2019,6,Sin registro,CESAR,37027.0
PLATANAL,2019,6,Sin registro,CESAR,64303.0
SAN DIEGO,2019,6,00051,CESAR,119872.0
RINCON HONDO,2019,6,00052,CESAR,48735.0
SAN JUAN,2019,6,00032,GUAJIRA,104346.0
COCORNA,2019,6,00054,ANTIOQUIA,158710.0
PUERTO TRIUNFO,2019,6,00055,ANTIOQUIA,125032.0
CENCAR,2019,6,00056,VALLE DEL CAUCA,192430.0
CERRITO,2019,6,00057,VALLE DEL CAUCA,470387.0
CIAT,2019,6,00058,VALLE DEL CAUCA,324362.0
ESTAMBUL,2019,6,00059,VALLE DEL CAUCA,489214.0
MEDIACANOA,2019,6,00060,VALLE DEL CAUCA,207088.0
PASO DE LA TORRE,2019,6,00061,VALLE DEL CAUCA,27521.0
ROZO,2019,6,00062,VALLE DEL CAUCA,118072.0
VILLARICA,2019,6,00063,CAUCA,334140.0
TUNIA,2019,6,00064,CAUCA,228317.0
LOBOGUERRERO,2019,6,00065,VALLE DEL CAUCA,184355.0
ARCABUCO,2019,7,00005,BOYACA,120725.0
BICENTENARIO,2019,7,00006,CUNDINAMARCA,66447.0
CAJAMARCA,2019,7,00007,TOLIMA,195836.0
CARIMAGUA,2019,7,00009,CORDOBA,62977.0
CRUCERO,2019,7,00012,BOYACA,116372.0
EL BORDO,2019,7,00013,CAUCA,115279.0
LOS LLANOS,2019,7,00020,ANTIOQUIA,104485.0
RIO BLANCO,2019,7,00027,SANTANDER,104335.0
RIO FRIO,2019,7,00028,VALLE DEL CAUCA,39683.0
SACHICA,2019,7,00030,BOYACA,133455.0
SAN CLEMENTE,2019,7,00031,CALDAS,76257.0
TARAZA,2019,7,00036,ANTIOQUIA,81570.0
TORO,2019,7,00037,VALLE DEL CAUCA,32717.0
CANO,2019,7,00045,NARIÑO,77347.0
DAZA,2019,7,00046,NARIÑO,14837.0
CERRITOS II,2019,7,00066,RISARALDA,0.0
CASA BLANCA,2019,7,00039,CUNDINAMARCA,296314.0
SABOYÁ,2019,7,00040,BOYACA,93857.0
OIBA,2019,7,00041,SANTANDER,120361.0
CURITI,2019,7,00042,SANTANDER,139660.0
LOS CUROS,2019,7,00043,SANTANDER,157515.0
ZAMBITO,2019,7,00044,SANTANDER,124247.0
AGUAS NEGRAS,2019,7,00045,SANTANDER,152941.0
LA GOMEZ,2019,7,00046,SANTANDER,123670.0
MORRISON,2019,7,00047,CESAR,221220.0
PAILITAS,2019,7,Sin registro,CESAR,186347.0
GAMARRA,2019,7,Sin registro,CESAR,40537.0
PLATANAL,2019,7,Sin registro,CESAR,64837.0
SAN DIEGO,2019,7,00051,CESAR,130058.0
RINCON HONDO,2019,7,00052,CESAR,53790.0
SAN JUAN,2019,7,00032,GUAJIRA,150997.0
COCORNA,2019,7,00054,ANTIOQUIA,157294.0
PUERTO TRIUNFO,2019,7,00055,ANTIOQUIA,126714.0
CENCAR,2019,7,00056,VALLE DEL CAUCA,205158.0
CERRITO,2019,7,00057,VALLE DEL CAUCA,490585.0
CIAT,2019,7,00058,VALLE DEL CAUCA,350466.0
ESTAMBUL,2019,7,00059,VALLE DEL CAUCA,508115.0
MEDIACANOA,2019,7,00060,VALLE DEL CAUCA,220393.0
PASO DE LA TORRE,2019,7,00061,VALLE DEL CAUCA,30705.0
ROZO,2019,7,00062,VALLE DEL CAUCA,125215.0
VILLARICA,2019,7,00063,CAUCA,355876.0
TUNIA,2019,7,00064,CAUCA,242828.0
LOBOGUERRERO,2019,7,00065,VALLE DEL CAUCA,203889.0
ARCABUCO,2019,8,00005,BOYACA,117879.0
BICENTENARIO,2019,8,00006,CUNDINAMARCA,68663.0
CAJAMARCA,2019,8,00007,TOLIMA,193454.0
CARIMAGUA,2019,8,00009,CORDOBA,62993.0
CRUCERO,2019,8,00012,BOYACA,105989.0
EL BORDO,2019,8,00013,CAUCA,111461.0
LOS LLANOS,2019,8,00020,ANTIOQUIA,102997.0
RIO BLANCO,2019,8,00027,SANTANDER,102707.0
RIO FRIO,2019,8,00028,VALLE DEL CAUCA,39415.0
SACHICA,2019,8,00030,BOYACA,140987.0
SAN CLEMENTE,2019,8,00031,CALDAS,70153.0
TARAZA,2019,8,00036,ANTIOQUIA,80148.0
TORO,2019,8,00037,VALLE DEL CAUCA,32316.0
CANO,2019,8,00045,NARIÑO,72022.0
DAZA,2019,8,00046,NARIÑO,15570.0
CERRITOS II,2019,8,00066,RISARALDA,0.0
CASA BLANCA,2019,8,00039,CUNDINAMARCA,287528.0
SABOYÁ,2019,8,00040,BOYACA,91727.0
OIBA,2019,8,00041,SANTANDER,116620.0
CURITI,2019,8,00042,SANTANDER,137712.0
LOS CUROS,2019,8,00043,SANTANDER,154545.0
ZAMBITO,2019,8,00044,SANTANDER,121156.0
AGUAS NEGRAS,2019,8,00045,SANTANDER,148758.0
LA GOMEZ,2019,8,00046,SANTANDER,117418.0
MORRISON,2019,8,00047,CESAR,212504.0
PAILITAS,2019,8,Sin registro,CESAR,178612.0
GAMARRA,2019,8,Sin registro,CESAR,40334.0
PLATANAL,2019,8,Sin registro,CESAR,64076.0
SAN DIEGO,2019,8,00051,CESAR,127835.0
RINCON HONDO,2019,8,00052,CESAR,50954.0
SAN JUAN,2019,8,00032,GUAJIRA,149881.0
COCORNA,2019,8,00054,ANTIOQUIA,155162.0
PUERTO TRIUNFO,2019,8,00055,ANTIOQUIA,123672.0
CENCAR,2019,8,00056,VALLE DEL CAUCA,207689.0
CERRITO,2019,8,00057,VALLE DEL CAUCA,488365.0
CIAT,2019,8,00058,VALLE DEL CAUCA,354965.0
ESTAMBUL,2019,8,00059,VALLE DEL CAUCA,520955.0
MEDIACANOA,2019,8,00060,VALLE DEL CAUCA,221764.0
PASO DE LA TORRE,2019,8,00061,VALLE DEL CAUCA,30601.0
ROZO,2019,8,00062,VALLE DEL CAUCA,123275.0
VILLARICA,2019,8,00063,CAUCA,294284.0
TUNIA,2019,8,00064,CAUCA,251185.0
LOBOGUERRERO,2019,8,00065,VALLE DEL CAUCA,242684.0
ARCABUCO,2019,9,00005,BOYACA,100516.0
BICENTENARIO,2019,9,00006,CUNDINAMARCA,60714.0
CAJAMARCA,2019,9,00007,TOLIMA,180502.0
CARIMAGUA,2019,9,00009,CORDOBA,61267.0
CRUCERO,2019,9,00012,BOYACA,94179.0
EL BORDO,2019,9,00013,CAUCA,96247.0
LOS LLANOS,2019,9,00020,ANTIOQUIA,95232.0
RIO BLANCO,2019,9,00027,SANTANDER,95035.0
RIO FRIO,2019,9,00028,VALLE DEL CAUCA,34700.0
SACHICA,2019,9,00030,BOYACA,111906.0
SAN CLEMENTE,2019,9,00031,CALDAS,59165.0
TARAZA,2019,9,00036,ANTIOQUIA,73725.0
TORO,2019,9,00037,VALLE DEL CAUCA,28893.0
CANO,2019,9,00045,NARIÑO,61190.0
DAZA,2019,9,00046,NARIÑO,14965.0
CERRITOS II,2019,9,00066,RISARALDA,0.0
CASA BLANCA,2019,9,00039,CUNDINAMARCA,249126.0
SABOYÁ,2019,9,00040,BOYACA,79545.0
OIBA,2019,9,00041,SANTANDER,103381.0
CURITI,2019,9,00042,SANTANDER,122006.0
LOS CUROS,2019,9,00043,SANTANDER,138503.0
ZAMBITO,2019,9,00044,SANTANDER,117277.0
AGUAS NEGRAS,2019,9,00045,SANTANDER,140140.0
LA GOMEZ,2019,9,00046,SANTANDER,112111.0
MORRISON,2019,9,00047,CESAR,200199.0
PAILITAS,2019,9,Sin registro,CESAR,169367.0
GAMARRA,2019,9,Sin registro,CESAR,37565.0
PLATANAL,2019,9,Sin registro,CESAR,59077.0
SAN DIEGO,2019,9,00051,CESAR,119563.0
RINCON HONDO,2019,9,00052,CESAR,47776.0
SAN JUAN,2019,9,00032,GUAJIRA,143458.0
COCORNA,2019,9,00054,ANTIOQUIA,141126.0
PUERTO TRIUNFO,2019,9,00055,ANTIOQUIA,110931.0
CENCAR,2019,9,00056,VALLE DEL CAUCA,198175.0
CERRITO,2019,9,00057,VALLE DEL CAUCA,445223.0
CIAT,2019,9,00058,VALLE DEL CAUCA,348225.0
ESTAMBUL,2019,9,00059,VALLE DEL CAUCA,493777.0
MEDIACANOA,2019,9,00060,VALLE DEL CAUCA,201699.0
PASO DE LA TORRE,2019,9,00061,VALLE DEL CAUCA,28989.0
ROZO,2019,9,00062,VALLE DEL CAUCA,114859.0
VILLARICA,2019,9,00063,CAUCA,316419.0
TUNIA,2019,9,00064,CAUCA,207596.0
LOBOGUERRERO,2019,9,00065,VALLE DEL CAUCA,193529.0
ARCABUCO,2019,10,00005,BOYACA,115771.0
BICENTENARIO,2019,10,00006,CUNDINAMARCA,73519.0
CAJAMARCA,2019,10,00007,TOLIMA,200469.0
CARIMAGUA,2019,10,00009,CORDOBA,66583.0
CRUCERO,2019,10,00012,BOYACA,94566.0
EL BORDO,2019,10,00013,CAUCA,104771.0
LOS LLANOS,2019,10,00020,ANTIOQUIA,108931.0
RIO BLANCO,2019,10,00027,SANTANDER,103521.0
RIO FRIO,2019,10,00028,VALLE DEL CAUCA,36739.0
SACHICA,2019,10,00030,BOYACA,125651.0
SAN CLEMENTE,2019,10,00031,CALDAS,57590.0
TARAZA,2019,10,00036,ANTIOQUIA,84541.0
TORO,2019,10,00037,VALLE DEL CAUCA,30266.0
CANO,2019,10,00045,NARIÑO,66927.0
DAZA,2019,10,00046,NARIÑO,15161.0
CERRITOS II,2019,10,00066,RISARALDA,0.0
CASA BLANCA,2019,10,00039,CUNDINAMARCA,294196.0
SABOYÁ,2019,10,00040,BOYACA,99170.0
OIBA,2019,10,00041,SANTANDER,122122.0
CURITI,2019,10,00042,SANTANDER,142195.0
LOS CUROS,2019,10,00043,SANTANDER,159602.0
ZAMBITO,2019,10,00044,SANTANDER,130709.0
AGUAS NEGRAS,2019,10,00045,SANTANDER,155828.0
LA GOMEZ,2019,10,00046,SANTANDER,121691.0
MORRISON,2019,10,00047,CESAR,218582.0
PAILITAS,2019,10,Sin registro,CESAR,189742.0
GAMARRA,2019,10,Sin registro,CESAR,40069.0
PLATANAL,2019,10,Sin registro,CESAR,64242.0
SAN DIEGO,2019,10,00051,CESAR,127718.0
RINCON HONDO,2019,10,00052,CESAR,51774.0
SAN JUAN,2019,10,00032,GUAJIRA,139126.0
COCORNA,2019,10,00054,ANTIOQUIA,157988.0
PUERTO TRIUNFO,2019,10,00055,ANTIOQUIA,130324.0
CENCAR,2019,10,00056,VALLE DEL CAUCA,205157.0
CERRITO,2019,10,00057,VALLE DEL CAUCA,477809.0
CIAT,2019,10,00058,VALLE DEL CAUCA,359440.0
ESTAMBUL,2019,10,00059,VALLE DEL CAUCA,508664.0
MEDIACANOA,2019,10,00060,VALLE DEL CAUCA,212040.0
PASO DE LA TORRE,2019,10,00061,VALLE DEL CAUCA,30184.0
ROZO,2019,10,00062,VALLE DEL CAUCA,121603.0
VILLARICA,2019,10,00063,CAUCA,334570.0
TUNIA,2019,10,00064,CAUCA,222923.0
LOBOGUERRERO,2019,10,00065,VALLE DEL CAUCA,200979.0
ARCABUCO,2019,11,00005,BOYACA,114644.0
BICENTENARIO,2019,11,00006,CUNDINAMARCA,72222.0
CAJAMARCA,2019,11,00007,TOLIMA,186153.0
CARIMAGUA,2019,11,00009,CORDOBA,65969.0
CRUCERO,2019,11,00012,BOYACA,89898.0
EL BORDO,2019,11,00013,CAUCA,98090.0
LOS LLANOS,2019,11,00020,ANTIOQUIA,102302.0
RIO BLANCO,2019,11,00027,SANTANDER,100746.0
RIO FRIO,2019,11,00028,VALLE DEL CAUCA,37348.0
SACHICA,2019,11,00030,BOYACA,129186.0
SAN CLEMENTE,2019,11,00031,CALDAS,49079.0
TARAZA,2019,11,00036,ANTIOQUIA,80047.0
TORO,2019,11,00037,VALLE DEL CAUCA,27702.0
CANO,2019,11,00045,NARIÑO,64690.0
DAZA,2019,11,00046,NARIÑO,14652.0
CERRITOS II,2019,11,00066,RISARALDA,326312.0
CASA BLANCA,2019,11,00039,CUNDINAMARCA,281147.0
SABOYÁ,2019,11,00040,BOYACA,92358.0
OIBA,2019,11,00041,SANTANDER,117815.0
CURITI,2019,11,00042,SANTANDER,139327.0
LOS CUROS,2019,11,00043,SANTANDER,155617.0
ZAMBITO,2019,11,00044,SANTANDER,141097.0
AGUAS NEGRAS,2019,11,00045,SANTANDER,146980.0
LA GOMEZ,2019,11,00046,SANTANDER,114037.0
MORRISON,2019,11,00047,CESAR,207843.0
PAILITAS,2019,11,Sin registro,CESAR,179068.0
GAMARRA,2019,11,Sin registro,CESAR,36797.0
PLATANAL,2019,11,Sin registro,CESAR,61941.0
SAN DIEGO,2019,11,00051,CESAR,120040.0
RINCON HONDO,2019,11,00052,CESAR,47413.0
SAN JUAN,2019,11,00032,GUAJIRA,121252.0
COCORNA,2019,11,00054,ANTIOQUIA,107973.0
PUERTO TRIUNFO,2019,11,00055,ANTIOQUIA,89614.0
CENCAR,2019,11,00056,VALLE DEL CAUCA,198754.0
CERRITO,2019,11,00057,VALLE DEL CAUCA,456186.0
CIAT,2019,11,00058,VALLE DEL CAUCA,339079.0
SACHICA,2021,3,00030,BOYACA,140559.0
ESTAMBUL,2019,11,00059,VALLE DEL CAUCA,488999.0
MEDIACANOA,2019,11,00060,VALLE DEL CAUCA,204852.0
PASO DE LA TORRE,2019,11,00061,VALLE DEL CAUCA,30955.0
ROZO,2019,11,00062,VALLE DEL CAUCA,117350.0
VILLARICA,2019,11,00063,CAUCA,311875.0
TUNIA,2019,11,00064,CAUCA,208002.0
LOBOGUERRERO,2019,11,00065,VALLE DEL CAUCA,186066.0
ARCABUCO,2019,12,00005,BOYACA,148601.0
BICENTENARIO,2019,12,00006,CUNDINAMARCA,83716.0
CAJAMARCA,2019,12,00007,TOLIMA,230301.0
CARIMAGUA,2019,12,00009,CORDOBA,79540.0
CRUCERO,2019,12,00012,BOYACA,111256.0
EL BORDO,2019,12,00013,CAUCA,120672.0
LOS LLANOS,2019,12,00020,ANTIOQUIA,132879.0
RIO BLANCO,2019,12,00027,SANTANDER,120430.0
RIO FRIO,2019,12,00028,VALLE DEL CAUCA,39696.0
SACHICA,2019,12,00030,BOYACA,180421.0
SAN CLEMENTE,2019,12,00031,CALDAS,48024.0
TARAZA,2019,12,00036,ANTIOQUIA,107121.0
TORO,2019,12,00037,VALLE DEL CAUCA,29190.0
CANO,2019,12,00045,NARIÑO,80468.0
DAZA,2019,12,00046,NARIÑO,14425.0
CERRITOS II,2019,12,00066,RISARALDA,387685.0
CASA BLANCA,2019,12,00039,CUNDINAMARCA,342016.0
SABOYÁ,2019,12,00040,BOYACA,121865.0
OIBA,2019,12,00041,SANTANDER,156412.0
CURITI,2019,12,00042,SANTANDER,179654.0
LOS CUROS,2019,12,00043,SANTANDER,194977.0
ZAMBITO,2019,12,00044,SANTANDER,172986.0
AGUAS NEGRAS,2019,12,00045,SANTANDER,206334.0
LA GOMEZ,2019,12,00046,SANTANDER,158098.0
MORRISON,2019,12,00047,CESAR,274173.0
PAILITAS,2019,12,Sin registro,CESAR,238363.0
GAMARRA,2019,12,Sin registro,CESAR,45297.0
PLATANAL,2019,12,Sin registro,CESAR,71293.0
SAN DIEGO,2019,12,00051,CESAR,147548.0
RINCON HONDO,2019,12,00052,CESAR,61482.0
SAN JUAN,2019,12,00032,GUAJIRA,139175.0
COCORNA,2019,12,00054,ANTIOQUIA,192512.0
PUERTO TRIUNFO,2019,12,00055,ANTIOQUIA,162504.0
CENCAR,2019,12,00056,VALLE DEL CAUCA,226479.0
CERRITO,2019,12,00057,VALLE DEL CAUCA,563723.0
CIAT,2019,12,00058,VALLE DEL CAUCA,402222.0
ESTAMBUL,2019,12,00059,VALLE DEL CAUCA,567615.0
MEDIACANOA,2019,12,00060,VALLE DEL CAUCA,221118.0
PASO DE LA TORRE,2019,12,00061,VALLE DEL CAUCA,36701.0
ROZO,2019,12,00062,VALLE DEL CAUCA,144066.0
VILLARICA,2019,12,00063,CAUCA,379358.0
TUNIA,2019,12,00064,CAUCA,253201.0
LOBOGUERRERO,2019,12,00065,VALLE DEL CAUCA,194353.0
ARCABUCO,2020,1,00005,BOYACA,162319.0
BICENTENARIO,2020,1,00006,CUNDINAMARCA,94165.0
CAJAMARCA,2020,1,00007,TOLIMA,240714.0
CARIMAGUA,2020,1,00009,CORDOBA,85965.0
CRUCERO,2020,1,00012,BOYACA,119753.0
EL BORDO,2020,1,00013,CAUCA,139019.0
LOS LLANOS,2020,1,00020,ANTIOQUIA,148648.0
RIO BLANCO,2020,1,00027,SANTANDER,128827.0
RIO FRIO,2020,1,00028,VALLE DEL CAUCA,43220.0
SACHICA,2020,1,00030,BOYACA,152376.0
SAN CLEMENTE,2020,1,00031,CALDAS,42124.0
TARAZA,2020,1,00036,ANTIOQUIA,125348.0
TORO,2020,1,00037,VALLE DEL CAUCA,30375.0
CANO,2020,1,00045,NARIÑO,94685.0
DAZA,2020,1,00046,NARIÑO,13937.0
CERRITOS II,2020,1,00066,RISARALDA,390118.0
TUNEL LA LINEA TOL,2020,1,00067,TOLIMA,0.0
TUNEL LA LINEA QUI,2020,1,00068,QUINDIO,0.0
CASA BLANCA,2020,1,00039,CUNDINAMARCA,326479.0
SABOYÁ,2020,1,00040,BOYACA,132584.0
OIBA,2020,1,00041,SANTANDER,168701.0
CURITI,2020,1,00042,SANTANDER,190009.0
LOS CUROS,2020,1,00043,SANTANDER,200407.0
ZAMBITO,2020,1,00044,SANTANDER,184697.0
AGUAS NEGRAS,2020,1,00045,SANTANDER,220831.0
LA GOMEZ,2020,1,00046,SANTANDER,178422.0
MORRISON,2020,1,00047,CESAR,301357.0
PAILITAS,2020,1,Sin registro,CESAR,274458.0
GAMARRA,2020,1,Sin registro,CESAR,43805.0
PLATANAL,2020,1,Sin registro,CESAR,80058.0
SAN DIEGO,2020,1,00051,CESAR,134793.0
RINCON HONDO,2020,1,00052,CESAR,61197.0
SAN JUAN,2020,1,00032,GUAJIRA,148216.0
COCORNA,2020,1,00054,ANTIOQUIA,217863.0
PUERTO TRIUNFO,2020,1,00055,ANTIOQUIA,183438.0
CENCAR,2020,1,00056,VALLE DEL CAUCA,200702.0
CERRITO,2020,1,00057,VALLE DEL CAUCA,551501.0
CIAT,2020,1,00058,VALLE DEL CAUCA,360873.0
ESTAMBUL,2020,1,00059,VALLE DEL CAUCA,517994.0
MEDIACANOA,2020,1,00060,VALLE DEL CAUCA,228359.0
PASO DE LA TORRE,2020,1,00061,VALLE DEL CAUCA,31959.0
ROZO,2020,1,00062,VALLE DEL CAUCA,137331.0
VILLARICA,2020,1,00063,CAUCA,378885.0
TUNIA,2020,1,00064,CAUCA,268345.0
LOBOGUERRERO,2020,1,00065,VALLE DEL CAUCA,208072.0
LA PARADA,2020,1,00069,NORTE DE SAN,0.0
ARCABUCO,2020,2,00005,BOYACA,91356.0
BICENTENARIO,2020,2,00006,CUNDINAMARCA,59157.0
CAJAMARCA,2020,2,00007,TOLIMA,157033.0
CARIMAGUA,2020,2,00009,CORDOBA,62838.0
CRUCERO,2020,2,00012,BOYACA,77260.0
EL BORDO,2020,2,00013,CAUCA,89668.0
LOS LLANOS,2020,2,00020,ANTIOQUIA,94162.0
RIO BLANCO,2020,2,00027,SANTANDER,92062.0
RIO FRIO,2020,2,00028,VALLE DEL CAUCA,32253.0
SACHICA,2020,2,00030,BOYACA,107676.0
SAN CLEMENTE,2020,2,00031,CALDAS,32658.0
TARAZA,2020,2,00036,ANTIOQUIA,73955.0
TORO,2020,2,00037,VALLE DEL CAUCA,27356.0
CANO,2020,2,00045,NARIÑO,58258.0
DAZA,2020,2,00046,NARIÑO,14227.0
CERRITOS II,2020,2,00066,RISARALDA,302497.0
TUNEL LA LINEA TOL,2020,2,00067,TOLIMA,0.0
TUNEL LA LINEA QUI,2020,2,00068,QUINDIO,0.0
CASA BLANCA,2020,2,00039,CUNDINAMARCA,249598.0
SABOYÁ,2020,2,00040,BOYACA,75672.0
OIBA,2020,2,00041,SANTANDER,93688.0
CURITI,2020,2,00042,SANTANDER,104571.0
LOS CUROS,2020,2,00043,SANTANDER,114111.0
ZAMBITO,2020,2,00044,SANTANDER,118567.0
AGUAS NEGRAS,2020,2,00045,SANTANDER,142760.0
SAN CLEMENTE,2021,3,00031,CALDAS,40099.0
LA GOMEZ,2020,2,00046,SANTANDER,115392.0
MORRISON,2020,2,00047,CESAR,199807.0
PAILITAS,2020,2,Sin registro,CESAR,167071.0
GAMARRA,2020,2,Sin registro,CESAR,37443.0
PLATANAL,2020,2,Sin registro,CESAR,50806.0
SAN DIEGO,2020,2,00051,CESAR,109982.0
RINCON HONDO,2020,2,00052,CESAR,42283.0
SAN JUAN,2020,2,00032,GUAJIRA,129024.0
COCORNA,2020,2,00054,ANTIOQUIA,133468.0
PUERTO TRIUNFO,2020,2,00055,ANTIOQUIA,108496.0
CENCAR,2020,2,00056,VALLE DEL CAUCA,192296.0
CERRITO,2020,2,00057,VALLE DEL CAUCA,429771.0
CIAT,2020,2,00058,VALLE DEL CAUCA,331425.0
ESTAMBUL,2020,2,00059,VALLE DEL CAUCA,478667.0
MEDIACANOA,2020,2,00060,VALLE DEL CAUCA,190098.0
PASO DE LA TORRE,2020,2,00061,VALLE DEL CAUCA,29146.0
ROZO,2020,2,00062,VALLE DEL CAUCA,111024.0
LOBOGUERRERO,2020,2,00065,VALLE DEL CAUCA,173176.0
VILLARICA,2020,2,00063,CAUCA,295760.0
TUNIA,2020,2,00064,CAUCA,191214.0
LA PARADA,2020,2,00069,NORTE DE SAN,0.0
ARCABUCO,2020,3,00005,BOYACA,56466.0
BICENTENARIO,2020,3,00006,CUNDINAMARCA,39933.0
CAJAMARCA,2020,3,00007,TOLIMA,119898.0
CARIMAGUA,2020,3,00009,CORDOBA,47531.0
CRUCERO,2020,3,00012,BOYACA,58367.0
EL BORDO,2020,3,00013,CAUCA,70744.0
LOS LLANOS,2020,3,00020,ANTIOQUIA,70184.0
RIO BLANCO,2020,3,00027,SANTANDER,64090.0
RIO FRIO,2020,3,00028,VALLE DEL CAUCA,21881.0
SACHICA,2020,3,00030,BOYACA,67865.0
SAN CLEMENTE,2020,3,00031,CALDAS,20560.0
TARAZA,2020,3,00036,ANTIOQUIA,55495.0
TORO,2020,3,00037,VALLE DEL CAUCA,18053.0
CANO,2020,3,00045,NARIÑO,44593.0
DAZA,2020,3,00046,NARIÑO,11189.0
CERRITOS II,2020,3,00066,RISARALDA,209304.0
TUNEL LA LINEA TOL,2020,3,00067,TOLIMA,0.0
TUNEL LA LINEA QUI,2020,3,00068,QUINDIO,0.0
CASA BLANCA,2020,3,00039,CUNDINAMARCA,185106.0
SABOYÁ,2020,3,00040,BOYACA,50188.0
OIBA,2020,3,00041,SANTANDER,53832.0
CURITI,2020,3,00042,SANTANDER,51762.0
LOS CUROS,2020,3,00043,SANTANDER,56134.0
ZAMBITO,2020,3,00044,SANTANDER,117349.0
AGUAS NEGRAS,2020,3,00045,SANTANDER,139483.0
LA GOMEZ,2020,3,00046,SANTANDER,115429.0
MORRISON,2020,3,00047,CESAR,175713.0
PAILITAS,2020,3,Sin registro,CESAR,149904.0
GAMARRA,2020,3,Sin registro,CESAR,29694.0
PLATANAL,2020,3,Sin registro,CESAR,46768.0
SAN DIEGO,2020,3,00051,CESAR,89424.0
RINCON HONDO,2020,3,00052,CESAR,36096.0
SAN JUAN,2020,3,00032,GUAJIRA,100109.0
COCORNA,2020,3,00054,ANTIOQUIA,106664.0
PUERTO TRIUNFO,2020,3,00055,ANTIOQUIA,87616.0
CENCAR,2020,3,00056,VALLE DEL CAUCA,141530.0
CERRITO,2020,3,00057,VALLE DEL CAUCA,333598.0
CIAT,2020,3,00058,VALLE DEL CAUCA,244248.0
ESTAMBUL,2020,3,00059,VALLE DEL CAUCA,331919.0
MEDIACANOA,2020,3,00060,VALLE DEL CAUCA,156135.0
PASO DE LA TORRE,2020,3,00061,VALLE DEL CAUCA,24135.0
ROZO,2020,3,00062,VALLE DEL CAUCA,82003.0
LOBOGUERRERO,2020,3,00065,VALLE DEL CAUCA,143082.0
VILLARICA,2020,3,00063,CAUCA,241176.0
TUNIA,2020,3,00064,CAUCA,153834.0
LA PARADA,2020,3,00069,NORTE DE SAN,0.0
ARCABUCO,2020,4,00005,BOYACA,20058.0
BICENTENARIO,2020,4,00006,CUNDINAMARCA,15238.0
CAJAMARCA,2020,4,00007,TOLIMA,94943.0
CARIMAGUA,2020,4,00009,CORDOBA,36194.0
